Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
B6,01/27/2019,2516,N228JB,SYR,-4
B6,01/27/2019,2525,N304JB,TPA,-7
B6,01/27/2019,2534,N178JB,BTV,-11
B6,01/27/2019,2802,N346JB,BUF,-6
B6,01/27/2019,2901,N975JB,FLL,17
B6,01/28/2019,3,N520JB,SJU,6
B6,01/28/2019,15,N993JB,SFO,-7
B6,01/28/2019,18,N178JB,BOS,3
B6,01/28/2019,23,N991JB,LAX,-11
B6,01/28/2019,53,N972JB,PBI,11
B6,01/28/2019,63,N989JB,SEA,-5
B6,01/28/2019,65,N766JB,ABQ,69
B6,01/28/2019,71,N612JB,SLC,-2
B6,01/28/2019,81,N585JB,RNO,-7
B6,01/28/2019,89,N992JB,SAN,-7
B6,01/28/2019,97,N973JB,DEN,-10
B6,01/28/2019,102,N190JB,BUF,-1
B6,01/28/2019,105,N503JB,ORD,399
B6,01/28/2019,116,N304JB,SYR,-18
B6,01/28/2019,123,N943JB,LAX,-10
B6,01/28/2019,135,N536JB,PHX,-5
B6,01/28/2019,149,N637JB,PSP,-9
B6,01/28/2019,153,N996JB,PBI,-3
B6,01/28/2019,161,N974JB,SMF,3
B6,01/28/2019,163,N520JB,SRQ,-6
B6,01/28/2019,167,N784JB,OAK,-4
B6,01/28/2019,189,N968JB,SAN,-7
B6,01/28/2019,213,N712JB,LGB,-5
B6,01/28/2019,219,N198JB,CLT,-1
B6,01/28/2019,225,N966JB,TPA,-6
B6,01/28/2019,234,N324JB,BTV,25
B6,01/28/2019,263,N937JB,SEA,-8
B6,01/28/2019,283,N971JB,MCO,13
B6,01/28/2019,286,N284JB,ROC,-10
B6,01/28/2019,289,N703JB,MCO,-8
B6,01/28/2019,318,N337JB,BOS,82
B6,01/28/2019,323,N946JB,LAX,-10
B6,01/28/2019,325,N965JB,TPA,15
B6,01/28/2019,355,N636JB,ONT,-8
B6,01/28/2019,359,N563JB,BUR,2
B6,01/28/2019,403,N955JB,SJU,1
B6,01/28/2019,415,N967JB,SFO,-11
B6,01/28/2019,423,N942JB,LAX,-7
B6,01/28/2019,429,N535JB,RSW,-8
B6,01/28/2019,477,N505JB,JAX,-5
B6,01/28/2019,486,N267JB,ROC,-5
B6,01/28/2019,519,N644JB,ATL,-7
B6,01/28/2019,523,N944JB,LAX,-8
B6,01/28/2019,553,N955JB,PBI,-6
B6,01/28/2019,575,N659JB,MSY,-8
B6,01/28/2019,581,N552JB,HOU,-7
B6,01/28/2019,583,N994JB,MCO,-5
B6,01/28/2019,586,N304JB,ROC,-8
B6,01/28/2019,601,N995JB,FLL,-10
B6,01/28/2019,611,N949JB,LAS,-5
B6,01/28/2019,615,N980JB,SFO,3
B6,01/28/2019,618,N292JB,BOS,-11
B6,01/28/2019,669,N655JB,SJC,24
B6,01/28/2019,675,N789JB,MSY,-6
B6,01/28/2019,676,N197JB,ORH,-10
B6,01/28/2019,677,N535JB,JAX,-6
B6,01/28/2019,702,N267JB,BUF,-6
B6,01/28/2019,711,N993JB,LAS,5
B6,01/28/2019,718,N258JB,BOS,1
B6,01/28/2019,719,N355JB,ATL,-10
B6,01/28/2019,745,N950JB,PSE,19
B6,01/28/2019,789,N975JB,MCO,-9
B6,01/28/2019,795,N536JB,AUS,-9
B6,01/28/2019,803,N952JB,SJU,-2
B6,01/28/2019,839,N956JB,BQN,-2
B6,01/28/2019,841,N355JB,SAV,-7
B6,01/28/2019,871,N766JB,SLC,-8
B6,01/28/2019,883,N903JB,MCO,-7
B6,01/28/2019,885,N292JB,RDU,34
B6,01/28/2019,915,N978JB,SFO,-7
B6,01/28/2019,918,N316JB,BOS,-3
B6,01/28/2019,1013,N789JB,LGB,3
B6,01/28/2019,1041,N644JB,SAV,-7
B6,01/28/2019,1105,N337JB,ORD,0
B6,01/28/2019,1119,N304JB,CLT,-6
B6,01/28/2019,1183,N995JB,MCO,-8
B6,01/28/2019,1185,N267JB,RDU,1
B6,01/28/2019,1201,N975JB,FLL,-4
B6,01/28/2019,1273,N505JB,CHS,5
B6,01/28/2019,1295,N796JB,AUS,-6
B6,01/28/2019,1318,N198JB,BOS,25
B6,01/28/2019,1323,N976JB,LAX,-3
B6,01/28/2019,1373,N298JB,CHS,12
B6,01/28/2019,1401,N956JB,FLL,-5
B6,01/28/2019,1403,N784JB,SJU,-2
B6,01/28/2019,1415,N987JB,SFO,-6
B6,01/28/2019,1503,N972JB,SJU,-8
B6,01/28/2019,1518,N373JB,BOS,-11
B6,01/28/2019,1523,N981JB,LAX,5
B6,01/28/2019,1611,N934JB,LAS,-1
B6,01/28/2019,1623,N991JB,LAX,-3
B6,01/28/2019,1634,N316JB,BTV,-8
B6,01/28/2019,1677,N562JB,JAX,-10
B6,01/28/2019,1701,N903JB,FLL,-11
B6,01/28/2019,1715,N929JB,SFO,-6
B6,01/28/2019,1723,N934JB,LAX,-9
B6,01/28/2019,1729,N997JB,RSW,-11
B6,01/28/2019,1823,N989JB,LAX,-11
B6,01/28/2019,2002,N304JB,BUF,-9
B6,01/28/2019,2153,N972JB,PBI,17
B6,01/28/2019,2359,N807JB,BUR,-2
B6,01/28/2019,2402,N198JB,BUF,57
B6,01/28/2019,2501,N995JB,FLL,-8
B6,01/28/2019,2516,N258JB,SYR,-12
B6,01/28/2019,2525,N346JB,TPA,-11
B6,01/28/2019,2534,N316JB,BTV,-6
B6,01/28/2019,2802,N267JB,BUF,-6
B6,01/28/2019,2901,N966JB,FLL,-2
B6,01/29/2019,3,N597JB,SJU,-6
B6,01/29/2019,15,N944JB,SFO,-8
B6,01/29/2019,18,N351JB,BOS,-4
B6,01/29/2019,23,N943JB,LAX,-4
B6,01/29/2019,53,N948JB,PBI,-5
B6,01/29/2019,63,N946JB,SEA,-16
B6,01/29/2019,71,N563JB,SLC,14
B6,01/29/2019,89,N985JB,SAN,-12
B6,01/29/2019,97,N905JB,DEN,-7
B6,01/29/2019,102,N247JB,BUF,-6
B6,01/29/2019,105,N239JB,ORD,6
B6,01/29/2019,116,N355JB,SYR,9
B6,01/29/2019,123,N979JB,LAX,-10
B6,01/29/2019,135,N521JB,PHX,4
B6,01/29/2019,149,N598JB,PSP,-8
B6,01/29/2019,153,N955JB,PBI,-1
B6,01/29/2019,163,N599JB,SRQ,-6
B6,01/29/2019,189,N981JB,SAN,-5
B6,01/29/2019,213,N821JB,LGB,-2
B6,01/29/2019,219,N351JB,CLT,-7
B6,01/29/2019,225,N949JB,TPA,-8
B6,01/29/2019,234,N192JB,BTV,-4
B6,01/29/2019,263,N947JB,SEA,-12
B6,01/29/2019,283,N958JB,MCO,14
B6,01/29/2019,286,N283JB,ROC,-14
B6,01/29/2019,289,N562JB,MCO,-2
B6,01/29/2019,318,N198JB,BOS,3
B6,01/29/2019,323,N986JB,LAX,-10
B6,01/29/2019,325,N957JB,TPA,131
B6,01/29/2019,355,N630JB,ONT,-6
B6,01/29/2019,359,N708JB,BUR,-6
B6,01/29/2019,403,N950JB,SJU,-4
B6,01/29/2019,415,N937JB,SFO,-9
B6,01/29/2019,423,N991JB,LAX,-5
B6,01/29/2019,429,N645JB,RSW,-10
B6,01/29/2019,477,N796JB,JAX,-10
B6,01/29/2019,486,N267JB,ROC,-7
B6,01/29/2019,519,N659JB,ATL,-8
B6,01/29/2019,523,N945JB,LAX,-10
B6,01/29/2019,553,N974JB,PBI,-4
B6,01/29/2019,575,N506JB,MSY,-10
B6,01/29/2019,581,N644JB,HOU,-5
B6,01/29/2019,583,N965JB,MCO,-9
B6,01/29/2019,586,N198JB,ROC,-10
B6,01/29/2019,601,N999JB,FLL,-10
B6,01/29/2019,611,N966JB,LAS,-3
B6,01/29/2019,615,N968JB,SFO,-10
B6,01/29/2019,618,N190JB,BOS,-10
B6,01/29/2019,675,N709JB,MSY,-7
B6,01/29/2019,676,N298JB,ORH,44
B6,01/29/2019,677,N644JB,JAX,8
B6,01/29/2019,702,N298JB,BUF,-5
B6,01/29/2019,711,N944JB,LAS,-3
B6,01/29/2019,718,N228JB,BOS,52
B6,01/29/2019,719,N324JB,ATL,-3
B6,01/29/2019,745,N637JB,PSE,-2
B6,01/29/2019,789,N949JB,MCO,-10
B6,01/29/2019,795,N760JB,AUS,-6
B6,01/29/2019,803,N994JB,SJU,-8
B6,01/29/2019,839,N998JB,BQN,8
B6,01/29/2019,841,N267JB,SAV,-8
B6,01/29/2019,871,N784JB,SLC,-8
B6,01/29/2019,883,N959JB,MCO,4
B6,01/29/2019,885,N190JB,RDU,-7
B6,01/29/2019,915,N989JB,SFO,-4
B6,01/29/2019,918,N373JB,BOS,-9
B6,01/29/2019,1013,N709JB,LGB,-5
B6,01/29/2019,1041,N599JB,SAV,-6
B6,01/29/2019,1105,N324JB,ORD,-6
B6,01/29/2019,1119,N198JB,CLT,-3
B6,01/29/2019,1183,N999JB,MCO,-8
B6,01/29/2019,1185,N298JB,RDU,-13
B6,01/29/2019,1201,N955JB,FLL,-5
B6,01/29/2019,1273,N506JB,CHS,-13
B6,01/29/2019,1295,N599JB,AUS,-13
B6,01/29/2019,1318,N355JB,BOS,-2
B6,01/29/2019,1323,N993JB,LAX,-9
B6,01/29/2019,1373,N284JB,CHS,-9
B6,01/29/2019,1401,N998JB,FLL,12
B6,01/29/2019,1403,N645JB,SJU,-6
B6,01/29/2019,1415,N961JB,SFO,-3
B6,01/29/2019,1503,N948JB,SJU,5
B6,01/29/2019,1518,N273JB,BOS,-8
B6,01/29/2019,1523,N962JB,LAX,-11
B6,01/29/2019,1611,N983JB,LAS,-10
B6,01/29/2019,1623,N943JB,LAX,-9
B6,01/29/2019,1634,N373JB,BTV,21
B6,01/29/2019,1677,N590JB,JAX,-9
B6,01/29/2019,1701,N959JB,FLL,-9
B6,01/29/2019,1715,N942JB,SFO,-3
B6,01/29/2019,1723,N983JB,LAX,-11
B6,01/29/2019,1729,N975JB,RSW,2
B6,01/29/2019,2002,N324JB,BUF,0
B6,01/29/2019,2153,N948JB,PBI,-4
B6,01/29/2019,2359,N779JB,BUR,3
B6,01/29/2019,2402,N267JB,BUF,-9
B6,01/29/2019,2501,N999JB,FLL,-2
B6,01/29/2019,2516,N192JB,SYR,-6
B6,01/29/2019,2525,N346JB,TPA,-16
B6,01/29/2019,2534,N373JB,BTV,-12
B6,01/29/2019,2802,N298JB,BUF,-13
B6,01/29/2019,2901,N966JB,FLL,-1
B6,01/30/2019,3,N585JB,SJU,-9
B6,01/30/2019,15,N992JB,SFO,-7
B6,01/30/2019,18,N267JB,BOS,-9
B6,01/30/2019,23,N986JB,LAX,-10
B6,01/30/2019,53,N954JB,PBI,-7
B6,01/30/2019,63,N946JB,SEA,-7
B6,01/30/2019,71,N505JB,SLC,37
B6,01/30/2019,89,N967JB,SAN,-4
B6,01/30/2019,97,N995JB,DEN,52
B6,01/30/2019,102,N273JB,BUF,0
B6,01/30/2019,105,N304JB,ORD,-13
B6,01/30/2019,116,N247JB,SYR,-9
B6,01/30/2019,123,N934JB,LAX,-6
B6,01/30/2019,135,N779JB,PHX,46
B6,01/30/2019,149,N760JB,PSP,56
B6,01/30/2019,153,N974JB,PBI,-6
B6,01/30/2019,161,N952JB,SMF,30
B6,01/30/2019,163,N585JB,SRQ,-9
B6,01/30/2019,189,N962JB,SAN,47
B6,01/30/2019,213,N506JB,LGB,-7
B6,01/30/2019,219,N198JB,CLT,-1
B6,01/30/2019,225,N957JB,TPA,85
B6,01/30/2019,234,N304JB,BTV,114
B6,01/30/2019,263,N991JB,SEA,44
B6,01/30/2019,283,N907JB,MCO,-2
B6,01/30/2019,286,N229JB,ROC,0
B6,01/30/2019,289,N630JB,MCO,-9
B6,01/30/2019,318,N284JB,BOS,0
B6,01/30/2019,323,N981JB,LAX,-7
B6,01/30/2019,325,N954JB,TPA,-10
B6,01/30/2019,355,N636JB,ONT,0
B6,01/30/2019,359,N509JB,BUR,-5
B6,01/30/2019,403,N966JB,SJU,-11
B6,01/30/2019,415,N947JB,SFO,-6
B6,01/30/2019,423,N943JB,LAX,-1
B6,01/30/2019,429,N775JB,RSW,-5
B6,01/30/2019,477,N599JB,JAX,-9
B6,01/30/2019,486,N298JB,ROC,335
B6,01/30/2019,519,N796JB,ATL,5
B6,01/30/2019,523,N964JB,LAX,-8
B6,01/30/2019,553,N966JB,PBI,-9
B6,01/30/2019,575,N526JB,MSY,-10
B6,01/30/2019,581,N763JB,HOU,-6
B6,01/30/2019,583,N973JB,MCO,-5
B6,01/30/2019,586,N284JB,ROC,-9
B6,01/30/2019,601,N970JB,FLL,-6
B6,01/30/2019,611,N949JB,LAS,73
B6,01/30/2019,615,N923JB,SFO,-8
B6,01/30/2019,618,N198JB,BOS,-5
B6,01/30/2019,675,N775JB,MSY,-6
B6,01/30/2019,676,N192JB,ORH,66
B6,01/30/2019,677,N509JB,JAX,-8
B6,01/30/2019,702,N239JB,BUF,0
B6,01/30/2019,711,N988JB,LAS,-9
B6,01/30/2019,718,N266JB,BOS,37
B6,01/30/2019,719,N192JB,ATL,46
B6,01/30/2019,745,N766JB,PSE,-1
B6,01/30/2019,789,N972JB,MCO,-2
B6,01/30/2019,795,N779JB,AUS,-7
B6,01/30/2019,803,N965JB,SJU,20
B6,01/30/2019,839,N950JB,BQN,53
B6,01/30/2019,841,N267JB,SAV,-4
B6,01/30/2019,871,N637JB,SLC,-1
B6,01/30/2019,883,N913JB,MCO,24
B6,01/30/2019,885,N655JB,RDU,-5
B6,01/30/2019,915,N983JB,SFO,-8
B6,01/30/2019,918,N197JB,BOS,-1
B6,01/30/2019,1013,N656JB,LGB,67
B6,01/30/2019,1041,N796JB,SAV,-15
B6,01/30/2019,1105,N192JB,ORD,22
B6,01/30/2019,1119,N284JB,CLT,277
B6,01/30/2019,1183,N970JB,MCO,-2
B6,01/30/2019,1185,N561JB,RDU,-5
B6,01/30/2019,1201,N972JB,FLL,0
B6,01/30/2019,1205,N809JB,PDX,29
B6,01/30/2019,1273,N526JB,CHS,-10
B6,01/30/2019,1295,N796JB,AUS,5
B6,01/30/2019,1318,N247JB,BOS,-6
B6,01/30/2019,1323,N977JB,LAX,-4
B6,01/30/2019,1373,N355JB,CHS,-4
B6,01/30/2019,1401,N950JB,FLL,-5
B6,01/30/2019,1403,N760JB,SJU,-5
B6,01/30/2019,1415,N969JB,SFO,2
B6,01/30/2019,1503,N959JB,SJU,89
B6,01/30/2019,1518,N324JB,BOS,57
B6,01/30/2019,1523,N993JB,LAX,-11
B6,01/30/2019,1611,N979JB,LAS,-3
B6,01/30/2019,1623,N986JB,LAX,4
B6,01/30/2019,1634,N197JB,BTV,-4
B6,01/30/2019,1677,N587JB,JAX,45
B6,01/30/2019,1701,N913JB,FLL,5
B6,01/30/2019,1715,N992JB,SFO,-3
B6,01/30/2019,1723,N979JB,LAX,8
B6,01/30/2019,1729,N999JB,RSW,11
B6,01/30/2019,2002,N304JB,BUF,0
B6,01/30/2019,2153,N959JB,PBI,2
B6,01/30/2019,2359,N708JB,BUR,-4
B6,01/30/2019,2402,N239JB,BUF,0
B6,01/30/2019,2501,N970JB,FLL,192
B6,01/30/2019,2516,N281JB,SYR,395
B6,01/30/2019,2525,N346JB,TPA,-3
B6,01/30/2019,2534,N197JB,BTV,-6
B6,01/30/2019,2802,N239JB,BUF,-3
B6,01/30/2019,2901,N949JB,FLL,0
B6,01/31/2019,3,N794JB,SJU,-4
B6,01/31/2019,15,N976JB,SFO,-2
B6,01/31/2019,18,N284JB,BOS,8
B6,01/31/2019,23,N946JB,LAX,-6
B6,01/31/2019,53,N974JB,PBI,46
B6,01/31/2019,63,N981JB,SEA,7
B6,01/31/2019,65,N521JB,ABQ,2
B6,01/31/2019,71,N597JB,SLC,-3
B6,01/31/2019,81,N708JB,RNO,10
B6,01/31/2019,89,N984JB,SAN,5
B6,01/31/2019,97,N955JB,DEN,-2
B6,01/31/2019,102,N192JB,BUF,215
B6,01/31/2019,105,N355JB,ORD,125
B6,01/31/2019,116,N178JB,SYR,37
B6,01/31/2019,123,N935JB,LAX,27
B6,01/31/2019,135,N537JB,PHX,-1
B6,01/31/2019,149,N635JB,PSP,-4
B6,01/31/2019,153,N966JB,PBI,0
B6,01/31/2019,161,N966JB,SMF,39
B6,01/31/2019,163,N536JB,SRQ,-1
B6,01/31/2019,167,N527JB,OAK,21
B6,01/31/2019,189,N993JB,SAN,3
B6,01/31/2019,213,N766JB,LGB,172
B6,01/31/2019,219,N273JB,CLT,-10
B6,01/31/2019,225,N995JB,TPA,12
B6,01/31/2019,234,N229JB,BTV,-7
B6,01/31/2019,263,N977JB,SEA,-2
B6,01/31/2019,283,N998JB,MCO,25
B6,01/31/2019,286,N304JB,ROC,23
B6,01/31/2019,289,N636JB,MCO,0
B6,01/31/2019,318,N216JB,BOS,-6
B6,01/31/2019,323,N962JB,LAX,-4
B6,01/31/2019,325,N913JB,TPA,-10
B6,01/31/2019,355,N605JB,ONT,13
B6,01/31/2019,359,N561JB,BUR,-5
B6,01/31/2019,403,N949JB,SJU,47
B6,01/31/2019,415,N991JB,SFO,-2
B6,01/31/2019,423,N986JB,LAX,-5
B6,01/31/2019,429,N536JB,RSW,-4
B6,01/31/2019,477,N597JB,JAX,-2
B6,01/31/2019,486,N374JB,ROC,29
B6,01/31/2019,519,N585JB,ATL,123
B6,01/31/2019,523,N985JB,LAX,-10
B6,01/31/2019,553,N949JB,PBI,64
B6,01/31/2019,575,N526JB,MSY,-4
B6,01/31/2019,581,N505JB,HOU,-9
B6,01/31/2019,583,N948JB,MCO,0
B6,01/31/2019,586,N348JB,ROC,-7
B6,01/31/2019,601,N997JB,FLL,0
B6,01/31/2019,611,N957JB,LAS,13
B6,01/31/2019,615,N934JB,SFO,-2
B6,01/31/2019,618,N178JB,BOS,-2
B6,01/31/2019,669,N613JB,SJC,-1
B6,01/31/2019,675,N561JB,MSY,-2
B6,01/31/2019,676,N294JB,ORH,-10
B6,01/31/2019,677,N505JB,JAX,-5
B6,01/31/2019,702,N281JB,BUF,0
B6,01/31/2019,711,N976JB,LAS,40
B6,01/31/2019,718,N348JB,BOS,81
B6,01/31/2019,719,N273JB,ATL,-8
B6,01/31/2019,789,N952JB,MCO,28
B6,01/31/2019,795,N537JB,AUS,6
B6,01/31/2019,803,N973JB,SJU,-5
B6,01/31/2019,839,N971JB,BQN,35
B6,01/31/2019,841,N355JB,SAV,7
B6,01/31/2019,871,N587JB,SLC,-6
B6,01/31/2019,883,N996JB,MCO,21
B6,01/31/2019,885,N298JB,RDU,67
B6,01/31/2019,915,N964JB,SFO,-3
B6,01/31/2019,918,N239JB,BOS,279
B6,01/31/2019,1013,N509JB,LGB,79
B6,01/31/2019,1041,N585JB,SAV,92
B6,01/31/2019,1105,N281JB,ORD,249
B6,01/31/2019,1119,N348JB,CLT,112
B6,01/31/2019,1183,N997JB,MCO,-6
B6,01/31/2019,1185,N281JB,RDU,130
B6,01/31/2019,1201,N952JB,FLL,-1
B6,01/31/2019,1205,N665JB,PDX,-9
B6,01/31/2019,1273,N597JB,CHS,8
B6,01/31/2019,1295,N599JB,AUS,1
B6,01/31/2019,1318,N298JB,BOS,92
B6,01/31/2019,1323,N988JB,LAX,-5
B6,01/31/2019,1373,N374JB,CHS,-10
B6,01/31/2019,1401,N971JB,FLL,33
B6,01/31/2019,1403,N794JB,SJU,1
B6,01/31/2019,1415,N944JB,SFO,20
B6,01/31/2019,1503,N975JB,SJU,2
B6,01/31/2019,1518,N183JB,BOS,284
B6,01/31/2019,1523,N979JB,LAX,-5
B6,01/31/2019,1611,N980JB,LAS,-3
B6,01/31/2019,1623,N990JB,LAX,28
B6,01/31/2019,1634,N348JB,BTV,-11
B6,01/31/2019,1677,N526JB,JAX,58
B6,01/31/2019,1701,N996JB,FLL,8
B6,01/31/2019,1715,N943JB,SFO,-5
B6,01/31/2019,1723,N980JB,LAX,-2
B6,01/31/2019,1729,N905JB,RSW,48
B6,01/31/2019,1823,N981JB,LAX,-8
B6,01/31/2019,2002,N273JB,BUF,-9
B6,01/31/2019,2153,N974JB,PBI,86
B6,01/31/2019,2359,N655JB,BUR,-7
B6,01/31/2019,2402,N239JB,BUF,137
B6,01/31/2019,2501,N997JB,FLL,21
B6,01/31/2019,2516,N294JB,SYR,-6
B6,01/31/2019,2525,N346JB,TPA,56
B6,01/31/2019,2534,N229JB,BTV,80
B6,01/31/2019,2802,N281JB,BUF,0
B6,01/31/2019,2901,N957JB,FLL,4
